timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,region,cloud_provider,cloud_region
2026-01-22T17:48:26,EcoVision_FineTuning,fa388cd0-146a-46ca-a083-bbb32b2e1220,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6224.8899974,0.0118208281839059,1.898961779058463e-06,112.0,0.0,10.0,0.1936503523608892,0.0,0.0172889610441667,0.210939313405056,0.0,France,FRA,Windows-10-10.0.26100-SP0,3.10.19,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,2.3387,48.8582,15.739627838134766,machine,67.44436699627207,0,73.0110714864646,11.491694337372108,N,1.0,0.0,,,
2026-01-22T22:06:44,EcoVision_FineTuning,23bd49f1-5143-48f9-9b48-276049ac648e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6844.427007300001,0.012997020045457615,1.8989201041366205e-06,112.0,0.0,10.0,0.21291885299688842,0.0,0.01900926930111112,0.23192812229799986,0.0,France,FRA,Windows-10-10.0.26100-SP0,3.10.19,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,2.3387,48.8582,15.739627838134766,machine,77.28495850622426,0,78.18131298162429,12.305495531797833,N,1.0,0.0,,,
