timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-22T01:02:31,EcoVision_Training_V1,0bbd3fc5-cb2e-4bb6-98cc-08ce12116f2c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27.04371869699935,8.509368597782145e-06,3.1465231143401544e-07,10.7802175699,0.0,10.0,7.953536674050423e-05,0.0,7.231189316388635e-05,0.00015184725990439058,0.0,France,FRA,,,,Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.12,3.2.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,2.3387,48.8582,7.630928039550781,machine,0.0,0,52.11666666666667,3.977640946706136,N,1.0,0.0
